LastSale,MarketCap,logMarketCap,Revenue_M,netIncome_M,profitMargin,lastFiscalYearGrowth,employees,revenuePerEmployee,marketCapToRevenue,CEOAge,PresidentAge,companyAgeAtIPO,yearDifference,YearFounded,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,Year,Month,Day,dayOfWeek,Sector,Industry,CEOGender,PresidentGender,USACompany,CEOInChargeDuringIPO,presidentInChargeDuringIPO,FiscalMonth,employeesGrouped,FoundingDateGrouped,ipoDay0Return,firstWeekReturn,firstMonthReturn,ipoDay0Volatility,avgFirstWeekVolume,closeDay0,openDay0,highDay0,lowDay0,volumeDay0,closeDay1,closeDay2,closeDay3,closeDay4,volumeDay1,volumeDay2,volumeDay3,volumeDay4,Profitable
1.62,8.340117372E7,18.2392,,-21.45,,,35.0,,,,36,3,3,2008,1.167807695,1.094025224,1.293147946,1.63652143,2011,3,31,3,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Jul,0 - 100,2001 - 2010,0.0133,0.0,-0.0066,0.0133,602.6,30.4,30.0,30.4,30.0,1750,30.4,30.4,30.4,30.4,763,0,500,0,0
1.65,2.260687325E8,19.2363,11.75,-117.33,-9.9855,,250.0,47000.0,19.24,40,56,13,13,1991,-1.023293462,-1.15641842,-1.531065492,0.167640671,2004,7,28,2,Health Care,Major Pharmaceuticals,male,unknown,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0064,-0.0028,-0.0411,0.0357,233614.8,70.4,69.95,79.95,77.45,893656,70.05,70.75,70.05,70.2,120622,47673,41575,64548,1
1.6501,9.936267737E7,18.4143,7.35,-29.12,-3.9619,,92.0,79891.3,13.52,49,49,2,2,2012,0.906177021,1.533026124,1.649950376,1.855167455,2014,1,16,3,Capital Goods,Industrial Machinery/Components,male,male,Yes,No,No,Dec,0 - 100,2011 - present,0.0444,0.1277,0.2766,0.0,16627.6,12.6951,12.1549,13.5054,13.5054,6523,13.2353,13.2353,14.3158,14.3158,28810,0,33002,14803,0
1.66,2.634847948E7,17.0869,14.57,-3.01,-0.2066,0.21,33.0,441515.15,1.81,49,49,0,0,1998,1.036883695,1.638579253,1.406734887,1.629994034,1998,12,1,1,Finance,Investment Bankers/Brokers/Service,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.2156,-0.0833,-0.0677,0.0,9310.4,45.0,37.02,45.0,45.0,7313,39.375,45.0,45.0,41.25,4840,2733,30866,800,1
1.71,3.45811419E7,17.3588,150.16,-30.3,-0.2018,0.05,140.0,1072571.43,0.23,53,54,1,1,2005,-0.901285945,-1.627560229,-1.960059979,-0.400335814,2006,6,27,1,Basic Industries,Major Chemicals,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0328,0.1429,0.3498,0.0,3378.0,157.5,152.5,165.0,165.0,2700,160.0,160.0,180.0,180.0,4520,5880,3200,590,0
1.71,2.865784964E8,19.4735,211.65,-14.79,-0.0699,0.11,,,1.35,50,49,0,0,2007,-1.010591705,-0.459231169,-0.681241192,0.248756742,2007,11,13,1,Transportation,Marine Transportation,female,male,No,sameYear,No,Dec,,2001 - 2010,0.0052,-0.0732,-0.0265,0.0245,1744000.0,19.25,19.15,19.72,19.25,6867900,19.3,19.17,18.9,17.84,617000,718200,221500,295400,0
1.72,102675.4,11.5393,39.36,-13.4,-0.3404,0.38,159.0,247547.17,0.0,40,48,4,4,2000,-1.972648189,-1.847287615,-2.12929754,0.010868234,2004,7,23,4,Transportation,Marine Transportation,male,male,No,sameYear,,Dec,101 - 500,1951 - 2000,0.0495,0.0613,0.034,0.001,0.0,4.0068E9,3.8178E9,4.16178E9,4.158E9,0,3.92364E9,3.8556E9,4.06728E9,4.2525E9,0,0,0,0,1
1.73,2.851068372E7,17.1658,5.17,-15.74,-3.0445,0.84,48.0,107708.33,5.51,44,44,2,2,2011,1.407837023,1.454828772,1.639687686,2.039617861,2013,4,9,1,Health Care,Medical/Dental Instruments,male,male,No,No,No,Dec,0 - 100,2011 - present,0.245,0.1245,0.0442,0.0,2354.6,224.1,180.0,234.0,234.0,7884,238.5,247.5,249.3,252.0,1653,939,884,413,1
1.73,4.754075292E7,17.6771,106.49,3.76,0.0353,0.15,33.0,3226969.7,0.45,48,48,19,19,1992,0.388413044,0.428404228,0.62129721,0.98169521,2011,7,26,1,Consumer Durables,Home Furnishings,unknown,unknown,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0,0.0,0.0,0.0,20.0,0.15,0.15,0.15,0.15,100,0.15,0.15,0.15,0.15,0,0,0,0,1
1.75,1.769200125E7,16.6886,179.08,-23.43,-0.1308,0.06,3638.0,49224.85,0.1,37,37,7,7,1998,-1.943442661,0.420732281,0.910538065,1.119710564,2005,8,16,1,Consumer Services,Restaurants,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.016,-0.0551,-0.0858,0.0712,616407.6,12.7,12.5,13.89,13.0,2496529,12.52,12.2,12.4,12.0,221289,152226,88298,123696,0
1.75,1.315008695E8,18.6945,91.55,-24.26,-0.265,0.06,146.0,627054.79,1.44,48,40,8,8,1998,1.015546608,-0.405566985,-0.537913707,0.439052662,2006,6,30,4,Miscellaneous,Multi-Sector Companies,male,male,Yes,No,No,Mar,101 - 500,1951 - 2000,0.1111,0.05,1.0,0.1111,1110.0,2.0,1.8,2.0,1.8,3500,2.0,2.0,2.0,2.1,0,0,0,2050,1
1.77,3.463692026E8,19.663,902000.0,-65.98,-1.0E-4,,62.0,1.454838709677E10,0.0,53,53,7,7,1989,0.0,0.0,0.0,0.0,1996,1,25,3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.05,0.2976,0.0476,0.0,7746.0,420.0,400.0,420.0,420.0,15820,430.0,445.0,525.0,545.0,4135,4420,8650,5705,0
1.79,5.197354858E7,17.7662,500000.0,-27.36,-1.0E-4,,36.0,1.388888888889E10,0.0,49,49,7,7,2008,-0.215764279,0.077949738,0.590833684,1.058296255,2015,6,25,3,Health Care,Major Pharmaceuticals,female,female,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0612,0.0154,0.1154,0.0612,395524.6,13.0,12.25,13.49,12.74,1687799,13.47,11.705,12.21,13.2,107215,46469,33835,102305,0
1.85,1.28776613E7,16.371,,-9.37,,,,,,43,,25,25,1987,-0.310109689,0.804871477,1.254414432,1.428454201,2012,4,17,1,Health Care,Major Pharmaceuticals,male,,No,Yes,,Jun,,1951 - 2000,0.0608,-0.4684,-0.564,0.0,1442.8,40.1333,37.8333,46.6667,46.6667,862,27.6667,23.3333,24.0,21.3333,2458,1098,1266,1530,0
1.91,4.718459798E7,17.6696,261.85,-11.48,-0.0438,0.33,1980.0,132247.47,0.18,53,53,59,59,1946,-0.164076973,1.015323839,0.676696174,1.015091282,2005,6,23,3,Consumer Services,Other Consumer Services,male,male,Yes,No,No,Dec,1001 - 5000,1901 - 1950,0.0555,-0.0055,-0.0015,0.0099,900164.8,20.17,19.11,20.19,20.0,3648965,20.0,20.0,20.0,20.06,288819,273120,224964,64956,0
1.95,6957676.05,15.7554,45.43,-5.03,-0.1107,0.09,51.0,890784.31,0.15,55,,19,19,1985,2.4405324,1.769891044,2.303029956,2.818395488,2004,12,14,1,Capital Goods,Homebuilding,male,male,Yes,sameYear,,Dec,0 - 100,1951 - 2000,0.0024,0.1337,0.194,0.0,82268.8,117.25,116.97,133.0,133.0,297862,120.953,123.55,126.14,132.93,27290,21931,22441,41820,1
2.0,7.3645068E7,18.1148,46.74,8.29,0.1774,0.02,60.0,779000.0,1.58,70,70,27,27,1969,0.0,0.0,0.0,0.0,1996,10,4,4,Consumer Services,Services-Misc. Amusement & Recreation,male,male,Yes,Yes,Yes,Dec,0 - 100,1951 - 2000,0.092,0.1629,-0.0675,0.0121,2147853.2,5.139,4.706,5.196,5.139,7725586,5.139,5.283,5.658,5.976,920991,707089,461145,924455,0
2.05,1.176067883E8,18.5829,,-54.82,,,20.0,,,42,59,6,6,2009,2.06119335,1.743941873,1.66897006,1.883841692,2015,2,13,4,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.1199,0.0301,0.087,0.0312,325903.6,8.97,8.01,10.25,10.0,1528330,8.97,9.24,9.24,9.24,0,39823,43068,18297,0
2.06,2.196601278E7,16.905,6.3,-4.28,-0.6794,1.12,19.0,331578.95,3.49,60,55,4,4,1993,1.144235432,1.883695187,1.901521325,1.901521325,1997,2,24,0,Technology,Computer Communications Equipment,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0,0.0818,0.0163,0.0,686.4,91.512,91.512,91.512,91.512,0,91.512,97.512,100.512,99.0,0,1008,1791,633,1
2.12,8.179629496E7,18.2197,7.49,4.36,0.5821,7.87,,,10.92,,,0,0,2012,0.296443341,0.576560264,1.061012856,1.369647338,2012,5,3,3,Energy,Oil & Gas Production,,,Yes,,,Dec,,2011 - present,0.001,-0.0455,-0.1585,0.0175,2644801.4,20.0,19.98,20.35,20.0,10297076,19.85,19.6,19.33,19.09,1564653,627645,421341,313292,0
2.14,2.391205184E7,16.9899,42.92,-6.09,-0.1419,0.51,,,0.56,55,55,1,1,2005,2.109077706,2.160782265,2.106766684,2.025604795,2006,5,5,4,Transportation,Marine Transportation,male,male,No,Yes,Yes,Dec,,2001 - 2010,0.0,-0.4849,-0.4532,0.0,523.6,165.5738,165.5738,165.5738,165.5738,19,85.2797,85.2797,85.2797,85.2797,2599,0,0,0,0
2.155,5.919811938E7,17.8964,17.63,1.86,0.1055,0.08,68.0,259264.71,3.36,68,68,1,1,1995,0.0,0.0,0.0,0.0,1996,1,9,1,Finance,Savings Institutions,unknown,unknown,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0375,-0.036,-0.0239,0.0376,106228.8,4.803,4.6296,4.977,4.803,302616,4.977,4.63,4.63,4.63,18792,17496,139752,52488,1
2.19,2.217427976E8,19.217,,-15.21,,,,,,,,2,2,2011,0.516009466,1.213065706,1.70251757,2.00188423,2013,2,27,2,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Mar,,2011 - present,0.0,0.5862,0.5862,0.0,88935.2,0.0058,0.0058,0.0058,0.0058,222338,0.0058,0.0058,0.0092,0.0092,0,0,222338,0,1
2.2,7.30233328E7,18.1063,46.51,-16.32,-0.3509,0.11,281.0,165516.01,1.57,58,58,1,1,1999,-0.331522017,-0.281811883,0.746730084,1.201582567,2000,2,10,3,Technology,EDP Services,female,female,Yes,Yes,Yes,Dec,101 - 500,1951 - 2000,0.0892,0.0751,-0.1843,,56204.0,366.25,336.25,375.0,,690,358.75,337.5,358.75,393.75,3770,2400,49670,224490,0
2.21,1.265520256E7,16.3536,24.44,-5.47,-0.2238,,125.0,195520.0,0.52,38,38,5,5,2006,-2.243127266,-1.705828292,-0.615610075,0.69021672,2011,6,7,1,Consumer Services,Advertising,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.2,0.0,0.0833,0.2,9.6,2400.0,2000.0,2400.0,2000.0,48,2400.0,2400.0,2400.0,2400.0,0,0,0,0,0
2.21,9.99775049E7,18.4205,394.58,-21.51,-0.0545,,2500.0,157832.0,0.25,61,61,17,17,1988,2.164989109,1.175113316,1.28931994,1.903716794,2005,2,4,4,Consumer Services,Professional Services,unknown,unknown,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0577,-0.0545,0.0473,0.1192,1760800.0,13.75,13.0,14.6,13.05,7476300,13.8,13.9,13.11,13.0,323400,90800,358600,554900,1
2.215,4.026189552E7,17.5109,44.73,-277000.0,-6192.7118,0.1,131.0,341450.38,0.9,52,52,11,11,1989,-0.238555582,0.386292274,0.48317528,0.911802468,2000,8,4,4,Technology,Computer Communications Equipment,male,male,Yes,No,No,Jun,101 - 500,1951 - 2000,0.0578,0.0235,0.2656,0.1818,272133.0,48.0,45.378,59.25,51.0,902600,48.75,48.75,48.0,49.128,106733,129633,125683,96016,1
2.24,4.654188896E7,17.6559,26.77,-11.99,-0.4479,0.34,128.0,209140.63,1.74,44,,1,1,2006,1.535380508,1.782569832,2.277230403,1.750906352,2007,4,24,1,Health Care,Major Pharmaceuticals,male,,Yes,No,,Dec,101 - 500,2001 - 2010,0.0,0.0,0.0,0.0,69.2,8.6486,8.6486,8.6486,8.6486,329,8.6486,8.6486,8.6486,8.6486,0,0,0,17,1
2.25,5.24384595E7,17.7752,99.07,-14.2,-0.1433,,576.0,171996.53,0.53,39,,9,9,1987,-0.21766817,-0.21766817,-0.21766817,-0.21766817,1996,12,9,0,Capital Goods,Metal Fabrications,male,male,Yes,No,,Jun,501 - 1000,1951 - 2000,0.2,-0.1667,-0.0833,,2441.4,2.34,1.95,2.34,,1794,1.95,2.145,2.067,1.95,7948,512,1928,25,1
2.26,6.48489146E7,17.9876,2.09,-26.58,-12.7177,,69.0,30289.86,31.03,59,59,,,,0.454596994,0.115931259,0.44484627,0.91732705,2015,7,31,4,Basic Industries,Metal Fabrications,male,male,Yes,Yes,Yes,Dec,0 - 100,Unknown,0.019,-0.0374,-0.028,0.0095,249250.6,5.35,5.25,6.55,6.5,537516,5.025,4.99,5.0,5.15,290653,278648,103893,35543,1
2.35,3.684541171E8,19.7248,54.52,-16.74,-0.307,0.04,111.0,491171.17,6.76,49,,17,17,1979,0.0,0.0,0.0,0.0,1996,10,3,3,Health Care,Medical/Dental Instruments,male,,Yes,No,,Dec,101 - 500,1951 - 2000,0.0,-0.0476,-0.0952,0.1429,38416.0,26.25,26.25,30.0,26.25,143340,25.0,25.0,25.0,25.0,21600,16340,9260,1540,0
2.36,8.174833972E7,18.2192,31.16,-38.69,-1.2417,,163.0,191165.64,2.62,52,52,10,10,1986,0.0,0.0,0.0,0.0,1996,9,9,0,Health Care,Major Pharmaceuticals,male,male,No,No,No,Dec,101 - 500,1951 - 2000,0.0,0.0508,0.1525,0.0,240.0,11.8,11.8,11.8,11.8,200,11.8,11.8,11.8,12.4,0,0,0,1000,1
2.4,1.62062544E7,16.6009,,-44.14,,,10.0,,,,,5,5,2010,0.600030124,1.350935584,0.600991269,0.520264076,2015,11,20,4,Health Care,Major Pharmaceuticals,,,No,,,Dec,0 - 100,2001 - 2010,0.0459,-0.1818,0.1661,0.0485,215633.4,3.19,3.05,3.4078,3.26,532852,2.99,2.43,2.61,2.61,257619,173238,114458,0,1
2.436,4.163702063E7,17.5445,139.23,-7.85,-0.0564,,1171.0,118898.38,0.3,54,54,15,15,1985,0.371631341,0.916212215,0.908923029,1.236025557,2000,7,21,4,Technology,Electrical Products,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.2688,-0.1429,-0.1576,0.225,573807.8,126.875,100.0,127.5,105.0,2011540,110.625,116.25,110.315,108.75,438480,162660,127099,129260,0
2.45,1.18589653E7,16.2886,467.06,-741176.0,-1586.8968,,40.0,1.16765E7,0.03,56,56,13,13,1995,-1.372149431,-2.359344788,-2.947764392,-3.581430598,2008,10,22,2,Consumer Services,Motor Vehicles,unknown,unknown,No,sameYear,sameYear,Dec,0 - 100,1951 - 2000,0.0,-0.026,3.5195,0.0,333.0,4.62,4.62,4.62,4.62,416,4.5,4.5,4.5,4.5,833,416,0,0,1
2.45,5.820910165E7,17.8796,34.97,17.28,0.4941,,,,1.66,,,0,0,2014,0.732648724,0.064941563,0.423490809,1.081312165,2014,10,24,4,Finance,Diversified Financial Services,unknown,unknown,No,No,No,Dec,,2011 - present,0.0,0.0,0.0,0.0,120.0,9.75,9.75,9.75,9.75,300,9.75,9.75,9.75,9.75,0,300,0,0,1
2.51,4978675.36,15.4207,,,,,,,,52,,6,6,2004,1.5115803,1.979315202,1.90619941,2.27317535,2010,12,21,1,Basic Industries,Steel/Iron Ore,unknown,,,No,,,,2001 - 2010,0.0,0.0094,0.0706,0.0588,210348.4,12.75,12.75,14.25,13.5,183686,12.75,12.66,12.66,12.87,255621,293072,0,319363,0
2.52,2.01190374E7,16.8172,27.0,1.11,0.0411,,290.0,93103.45,0.75,53,,5,5,2005,0.584103275,-0.470224925,-0.752898902,-0.161958097,2010,7,20,1,Consumer Non-Durables,Farming/Seeds/Milling,unknown,female,No,No,No,Dec,101 - 500,2001 - 2010,0.019,-0.2561,-0.2206,0.0,33273.4,21.4,21.0,25.96,25.96,59250,17.0,16.96,16.08,15.92,56675,15675,17550,17217,0
2.55,2.615182182E8,19.382,,-18.41,,,21.0,,,68,68,4,4,2002,1.442390368,1.594849965,2.021050685,2.712988537,2006,11,8,2,Health Care,Major Pharmaceuticals,male,male,Yes,sameYear,sameYear,Dec,0 - 100,2001 - 2010,0.1296,-0.0115,-0.0984,0.0426,395815.8,6.1,5.4,6.23,6.0,1572395,6.15,6.14,6.1,6.03,278056,38823,76611,13194,0
2.58,3.854091462E7,17.4672,20.03,-13.99,-0.6985,,253.0,79169.96,1.92,55,55,19,19,1988,0.880612567,1.501177243,2.190263983,1.774862838,2007,5,14,0,Technology,Semiconductors,male,male,No,No,No,Dec,101 - 500,1951 - 2000,3.1379,-0.0833,-0.0717,3.1379,2906.6,25.5,6.1625,25.5,6.1625,9270,25.2875,25.7499,23.375,23.375,812,3262,830,359,1
2.65,7.896380695E7,18.1845,,-48.21,,,65.0,,,45,45,10,10,2005,-0.856831642,-0.028148341,0.655548832,1.157180393,2015,5,7,3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.1589,0.3104,0.8281,0.1364,1030400.4,14.95,12.9,15.01,13.25,3303252,19.27,20.75,21.57,19.59,655332,548709,271583,373126,0
2.68,9.688556976E7,18.389,209.98,114.21,0.5439,3.13,38.0,5525789.47,0.46,61,61,6,6,2007,0.630582297,0.753407845,1.173932384,1.398009401,2013,9,25,2,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.1435,0.1335,0.265,0.1678,1862966.0,26.3,23.0,26.92,23.06,7522120,28.26,29.18,29.71,29.81,740738,486415,243302,322255,1
2.68,2.528129251E8,19.3482,105.35,-112.36,-1.0665,0.17,97.0,1086082.47,2.4,59,52,5,5,2002,-2.067937937,-0.607487975,-0.908293836,0.137530757,2007,11,8,3,Energy,Oil & Gas Production,unknown,unknown,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0405,0.0286,0.0612,0.105,454670.8,12.59,12.1,13.42,12.15,1969703,12.75,13.25,12.9,12.95,75311,121093,50718,56529,1
2.69,9.239858673E7,18.3416,669000.0,-35.46,-1.0E-4,,34.0,1.967647058824E10,0.0,44,,7,7,1998,-0.8483151,-0.514757522,0.513609086,0.821644162,2005,9,27,1,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0156,0.0308,-0.0631,0.0,10961.4,234.0,230.4,255.24,255.24,41484,225.0,226.8,240.84,241.2,7026,1235,3969,1093,0
2.74,1.146100188E8,18.557,10.85,-42.24,-3.8931,0.69,118.0,91949.15,10.56,55,57,3,3,2007,-0.555566531,-1.436941031,-0.84202786,0.317165585,2010,6,2,2,Capital Goods,Auto Manufacturing,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0,-0.2079,-0.4059,0.0,139.0,10.1,10.1,10.1,10.1,100,10.1,10.1,8.0,8.0,545,0,50,0,0
2.75,,,220.27,-53.21,-0.2416,0.18,209.0,1053923.44,,34,34,,-3,2010,-0.054299271,-0.481559915,-0.412402983,0.009943979,2007,12,27,3,,,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0,-0.0139,-0.0056,0.0,85.6,26.8299,26.8299,26.8299,26.8299,26,26.8299,26.8299,26.8299,26.4572,0,0,0,402,0
2.75,3.0880146E7,17.2456,22.41,6.91,0.3083,1.39,87.0,257586.21,1.38,47,,11,11,1995,1.970231963,1.982811798,2.381065454,2.490441416,2006,10,12,3,Consumer Services,Other Consumer Services,male,,Yes,No,,Dec,0 - 100,1951 - 2000,0.0,0.0,-0.3725,0.0,0.4,305.8471,305.8471,305.8471,305.8471,2,305.8471,305.8471,305.8471,305.8471,0,0,0,0,0
2.8,3.328289188E8,19.6231,7.58,-65.03,-8.5792,2.01,19.0,398947.37,43.91,49,49,9,9,2001,1.612126855,1.519711998,1.832744108,1.376652441,2010,3,12,4,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.1017,-0.0167,0.04,0.0674,692056.6,8.99,8.16,9.0,8.45,2692762,9.0,8.86,8.83,8.84,519358,87525,94747,65891,1
2.82,6.678652248E7,18.017,78.05,4.71,0.0603,,,,0.86,40,38,1,1,2012,0.963436414,1.41974019,1.845794229,2.183310862,2013,3,22,4,Consumer Services,Real Estate Investment Trusts,male,male,Yes,No,No,Dec,,2011 - present,0.0042,0.009,0.0345,0.0166,628621.2,14.5,14.44,14.74,14.5,2360849,14.49,14.61,14.5,14.63,290743,189705,120974,180835,0
2.82,3.595173162E8,19.7003,195.35,12.57,0.0643,,1624.0,120289.41,1.84,,,20,20,1981,0.025378837,0.964224773,0.073073358,-0.63861653,2001,12,18,1,Basic Industries,Precious Metals,male,male,No,No,No,Dec,1001 - 5000,1951 - 2000,0.0,0.0,0.0,0.0,0.0,0.044,0.044,0.044,0.044,0,0.044,0.044,0.044,0.044,0,0,0,0,0
2.91,9.966245988E7,18.4173,,-28.3,,,21.0,,,57,57,17,17,1997,2.033450949,1.891292648,1.700261793,1.536192706,2014,5,23,4,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.097,0.0722,0.3809,0.1109,813161.0,5.54,5.05,6.06,5.5,3329708,5.54,5.55,5.8,5.94,0,288644,237164,210289,1
3.0,7930833.0,15.8863,5.76,1.7,0.2951,,,,1.38,62,,9,9,2008,-2.047967277,0.154102919,0.92067713,1.249851407,2017,8,11,4,Consumer Non-Durables,Consumer Electronics/Appliances,unknown,,No,Yes,,Dec,,2001 - 2010,0.0,0.125,0.25,0.0,785.8,6.0,6.0,6.0,6.0,200,6.5,6.7,6.75,6.75,425,1575,822,907,0
3.11,1.161724297E8,18.5706,,,,,,,,60,60,,,,1.110372132,1.391835341,1.626022472,2.396643373,2006,12,12,1,,,unknown,unknown,,No,No,,,Unknown,0.0908,0.0044,0.0504,0.0688,1952731.4,15.86,14.54,16.0,15.0,7849201,15.9,15.79,15.99,15.93,1014952,321140,337197,241167,1
3.12,7.803034512E7,18.1726,324.26,-8.13,-0.0251,,1730.0,187433.53,0.24,52,52,38,38,1965,1.34827812,1.718974343,1.880568019,1.588775762,2003,12,17,2,Consumer Services,Other Consumer Services,female,female,Yes,No,No,Sep,1001 - 5000,1951 - 2000,0.0979,0.0676,0.1044,0.1042,1221080.0,26.35,24.0,27.0,24.5,4800900,26.06,27.6,28.0,28.13,326000,383300,144100,451100,1
3.14,2.45886806E7,17.0178,,-21.12,,,14.0,,,59,59,5,5,2007,2.218594561,1.990326097,2.198103427,1.185623566,2012,2,3,4,Health Care,Major Pharmaceuticals,male,male,Yes,Yes,Yes,Dec,0 - 100,2001 - 2010,0.0,0.0049,-0.0244,0.0,0.4,410.0,410.0,410.0,410.0,2,410.0,410.0,412.0,412.0,0,0,0,0,0
3.15,3.198383874E8,19.5833,148.03,-84.68,-0.572,0.35,893.0,165767.08,2.16,48,52,1,1,2007,-0.17748418,0.904659752,0.229084033,-0.586082588,2008,5,29,3,Transportation,Marine Transportation,unknown,male,No,sameYear,sameYear,Dec,501 - 1000,2001 - 2010,0.0255,-0.0016,-0.0108,0.0407,1943320.0,18.9,18.43,19.75,19.0,8065021,18.9,19.0,18.85,18.87,847352,271243,332897,200087,0
3.15,5.857840359E8,20.1885,225.38,95.04,0.4217,0.44,36.0,6260555.56,2.6,58,58,4,4,1997,-0.230068707,0.882361184,-0.0257798,-0.822976325,2001,6,4,0,Energy,Oil & Gas Production,male,male,No,No,No,Dec,0 - 100,1951 - 2000,0.0,-0.0285,-0.2339,0.0025,6040.0,8.08,8.08,8.1,8.08,5500,8.1,8.02,7.88,7.85,9600,6400,100,8600,0
3.17,9.129814292E7,18.3296,20.24,-7.49,-0.3701,1.39,5074.0,3988.96,4.51,57,57,2,2,2015,-1.14016996,0.797067712,1.168666758,1.488812686,2017,6,30,4,Technology,Diversified Commercial Services,male,male,Yes,Yes,Yes,Aug,5001 - 10000,2011 - present,0.2222,0.0597,-0.1766,0.2127,824022.6,7.7,6.3,7.74,6.4,1274489,9.0,9.0,8.64,8.16,1478140,0,812712,554772,0
3.31,1.177689924E8,18.5842,150.53,-14.01,-0.0931,0.23,271.0,555461.25,0.78,44,67,8,8,1997,1.617524677,1.529588946,1.387144153,1.974958937,2005,2,15,1,Technology,Computer Software: Prepackaged Software,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.1048,0.3276,0.0345,0.1619,4137.2,290.0,262.5,322.5,280.0,9748,304.5,362.0,385.0,385.0,2142,2718,6078,0,0
3.38,1.262138881E8,18.6535,78.72,-17.41,-0.2212,,456.0,172631.58,1.6,55,41,3,3,1994,1.524042635,1.100761046,1.235479813,1.441846272,1997,11,21,4,Technology,EDP Services,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0141,-0.1258,-0.1889,0.0851,1109660.0,17.876,17.628,19.376,17.876,3658100,17.94,17.0,15.628,15.628,1047600,356000,486600,0,1
3.45,1.101304343E8,18.5172,,-49.22,,,140.0,,,31,,2,2,2012,1.937848786,1.586766127,1.567517509,1.714293522,2014,9,18,3,Health Care,Major Pharmaceuticals,male,,No,Yes,,Dec,101 - 500,2011 - present,0.0373,0.11,-0.1507,0.1415,1649549.6,14.73,14.2,21.87,19.86,6760553,16.37,16.05,15.76,16.35,816754,259936,248767,161738,1
3.45,1.1385E8,18.5504,45.59,44.74,0.9814,3.95,,,2.5,41,41,0,0,2011,1.114500017,1.845996587,0.162222612,-0.075950627,2011,11,3,3,Energy,Oil & Gas Production,male,male,Yes,Yes,Yes,Dec,,2011 - present,0.0028,-0.1063,-0.1444,0.0047,2204421.8,21.26,21.2,21.85,21.75,7974499,21.2,21.1,21.03,19.0,1105171,395038,504240,1043161,0
3.5,3.02428819E8,19.5274,529.18,7.61,0.0144,0.1,,,0.57,49,49,9,9,1993,2.113056826,0.666214687,0.89122082,-0.21041551,2002,3,5,1,Transportation,Marine Transportation,male,male,No,,,Dec,,1951 - 2000,0.0,-0.0033,-0.0066,0.0106,1667520.0,7.55,7.55,8.03,7.95,4946600,7.5,7.62,7.505,7.525,1657400,229800,1171600,332200,0
3.58,3.863930409E8,19.7724,161.9,-511.71,-3.1607,0.42,1099.0,147315.74,2.39,74,61,6,6,1999,-1.349149905,-0.499664865,0.476712727,1.128214263,2005,3,18,4,Transportation,Marine Transportation,male,male,No,Yes,sameYear,Dec,1001 - 5000,1951 - 2000,0.017,0.0035,-0.1214,0.07,2492719.6,16.6705,16.3911,17.5378,16.3911,10412883,16.632,16.8632,16.7862,16.7283,654307,451010,523342,422056,0
3.6,5.58347688E7,17.8379,244.17,16.77,0.0687,0.4,3600.0,67825.0,0.23,49,40,7,7,2001,-1.352243966,-1.124385017,-0.650496171,-1.216678305,2008,6,19,3,Miscellaneous,Industrial Machinery/Components,unknown,unknown,No,Yes,Yes,Dec,1001 - 5000,2001 - 2010,0.0523,-0.2544,-0.3743,0.2077,75332.2,6.84,6.5,8.35,7.0,165710,6.42,5.6,5.25,5.1,105685,38479,45165,21622,0
3.65,3.1846469E7,17.2764,,,,,,,,,,,,,-0.204035198,0.623311167,1.064266056,1.468742022,2014,3,13,3,Health Care,Major Pharmaceuticals,,,,,,,,Unknown,0.0029,-0.1033,-0.2593,0.09,43779.8,112.32,112.0,126.88,116.8,162787,107.2,107.2,103.84,100.72,23726,9585,15580,7221,0
